"","Id","Apellido","Nombre","Propio","Padre","Madre","PIngFam","IngFam","Hijos","Exitable","Extravagante","Pesimista","Timido","Sentimental","Dependiente","Responsable","Capaz","Sociable","Servicial","Etico","Conciente","Espiritual","Impulsivo","Desordenado","Temeroso","Vago","Apego","Empatia","Compasivo","VxH"
"193",193,"SCLSY","IOJXR","S","S","P",0.627607512,23825.51555,3,0.935072754,0.51411041,0.130309192,0.726795481,0.444211338,0.739837188,0.667401783,0.984733047,0.856656834,0.988345324,0.917774878,0.195234031,0.611083659,0.340940473,0.004591955,0.700211079,0.545259646,0.363458213,0.829529922,0.102550185,0.846986739
"194",194,"QSQOI","HGRDQ","P","S","S",0.586756378,47764.40046,0,0.185045242,0.670098122,0.729471317,0.011645809,0.87414803,0.772249295,0.539522599,0.31244744,0.257360337,0.635467397,0.482699424,0.654258385,0.435314758,0.849139519,0.62316534,0.728326528,0.367942603,0.890503275,0.025417216,0.834596925,0.50050316
"195",195,"XNKJF","VLHOM","U","S","U",0.558169326,29399.39634,0,0.422595962,0.530094131,0.473732022,0.486562023,0.947176896,0.903236764,0.920936605,0.149368077,0.88891425,0.139600387,0.786043006,0.336669221,0.128800949,0.076978366,0.445409203,0.801562018,0.252232902,0.008796453,0.966166982,0.4013422,0.514906721
"196",196,"XUOEF","KSYQE","P","U","U",0.571918301,28569.67627,1,0.423807614,0.681732391,0.098627977,0.431274159,0.882071858,0.116072227,0.190805554,0.763480037,0.047636083,0.752845678,0.855838332,0.435154658,0.022843772,0.76873929,0.147534226,0.207020496,0.340156702,0.075841954,0.738761697,0.947722987,0.83766033
"197",197,"IFYOE","JPFPW","P","S","S",0.49791577,20974.10704,0,0.637670786,0.604599779,0.815400097,0.000395208,0.606562887,0.491863554,0.563936788,0.562688772,0.670423123,0.005866323,0.839120445,0.023679803,0.812099411,0.804267505,0.540838726,0.317712433,0.603825857,0.476397975,0.964453864,0.499309807,0.375438049
"198",198,"IUNNT","PEQAK","S","P","P",0.019727955,32891.75314,1,0.803854393,0.488409067,0.839769612,0.295820268,0.27701367,0.350348629,0.711711637,0.813996956,0.810610237,0.69811263,0.464018343,0.886424741,0.49395397,0.414956828,0.876608037,0.433126813,0.499165498,0.278332427,0.786525904,0.637482297,0.811545255
"199",199,"BXJYT","NOLHY","P","S","S",0.577841592,37741.40517,0,0.654533442,0.570316362,0.033603941,0.489450436,0.513055893,0.039089236,0.660912173,0.639253059,0.721853911,0.143333922,0.534843502,0.396461811,0.799963373,0.580419632,0.89192059,0.405821199,0.608051696,0.671021237,0.637071679,0.510076113,0.690648336
"200",200,"ONMBC","TSSUI","S","P","S",0.255268643,29385.56054,0,0.531099503,0.346506449,0.103096609,0.744268042,0.42834393,0.345153477,0.233450254,0.74622539,0.992985929,0.872996962,0.977160602,0.143685397,0.483138341,0.813905839,0.014001334,0.616728779,0.008270931,0.423284742,0.724365901,0.450235319,0.712956541
"201",201,"FPUBF","WNODP","S","S","U",0.575019793,39230.11931,1,0.576880513,0.309964814,0.41838693,0.746615422,0.20807561,0.438906866,0.101307065,0.096440255,0.193864216,0.712276234,0.854573357,0.8638794,0.052003141,0.638196154,0.309912236,0.380123985,0.771375991,0.626130234,0.18747316,0.980588705,0.627297266
"202",202,"RWHDX","BCGED","S","P","S",0.599851992,855.8174677,0,0.815902814,0.544219944,0.80988213,0.861060216,0.665174829,0.291720133,0.37271872,0.474339214,0.174764398,0.973551938,0.595461085,0.469856346,0.219415609,0.626244759,0.468813442,0.920926416,0.257986695,0.047171731,0.62530102,0.578276924,0.517471877
"203",203,"XVDBV","OKFPI","P","P","S",0.803521871,29815.5914,0,0.724883796,0.091543306,0.480663796,0.508904828,0.391782611,0.016909135,0.268174017,0.217732154,0.219111138,0.351312646,0.818316522,0.456754428,0.813419473,0.412937616,0.561915609,0.945354257,0.263073629,0.344028663,0.344263239,0.688012806,0.434598464
"204",204,"VUOHE","MVPIP","S","U","S",0.873882696,35758.50838,0,0.262830788,0.566861958,0.527417595,0.57214157,0.855008502,0.072061789,0.916567935,0.265239448,0.779725339,0.58306084,0.326134393,0.891064218,0.748735197,0.472249266,0.074379486,0.600532984,0.73488173,0.022569567,0.228931577,0.723038502,0.606088188
"205",205,"MQHUP","WYKQH","S","S","U",0.126670416,10744.92306,0,0.390339773,0.893639337,0.210113771,0.437085691,0.198176689,0.933153284,0.459773116,0.131278409,0.814961128,0.714206396,0.74616014,0.706870836,0.745537208,0.30814649,0.69323808,0.153743072,0.890478944,0.465796482,0.169613013,0.606226628,0.483732527
"206",206,"QYCGE","DBOWN","S","P","S",0.668781412,38176.71405,0,0.897950198,0.722089832,0.9697924,0.29545954,0.979053156,0.846274473,0.86366761,0.149922675,0.169115243,0.777452471,0.268464336,0.556872236,0.860115476,0.268458237,0.070845327,0.150624089,0.717422019,0.944552922,0.230405086,0.660347596,0.611867108
"207",207,"FSTQG","VSTEB","S","P","S",0.26241001,152.1465792,0,0.781426198,0.736795897,0.642911263,0.203288866,0.86710527,0.523967891,0.199138067,0.285341055,0.913141607,0.564053314,0.859239276,0.828539661,0.051394069,0.005378593,0.854353421,0.952308473,0.247883831,0.378491663,0.185352913,0.508804596,0.705208291
"208",208,"XWOYF","BWDVK","P","S","P",0.372955578,3791.950313,1,0.790901551,0.237568224,0.368941114,0.696461467,0.731097126,0.466609104,0.829098592,0.851553974,0.189748513,0.944166733,0.573472251,0.846131032,0.009176452,0.037208069,0.566376606,0.343695962,0.276432559,0.550999047,0.850259824,0.063271515,0.650963465
"209",209,"SRIGS","OJMFE","S","P","P",0.815827128,23771.27978,2,0.936762648,0.855218263,0.565191915,0.330007062,0.56335389,0.619756724,0.738470079,0.271353162,0.419445378,0.145496194,0.825915155,0.534168728,0.713922912,0.235465411,0.976380697,0.595570945,0.329878015,0.999389615,0.206419357,0.7749276,0.501167787
"210",210,"IFRWU","GVARL","U","S","U",0.296327699,7386.983406,2,0.365473754,0.824817827,0.169408931,0.694790527,0.522766412,0.551627433,0.048643429,0.211173581,0.998060247,0.812734714,0.38773728,0.594967354,0.738850635,0.096877509,0.895673253,0.40022175,0.268452259,0.658500915,0.399036753,0.47257783,0.612565479
"211",211,"TMQJU","UQAPY","P","S","P",0.032258013,9336.061473,0,0.505220115,0.465231606,0.644485999,0.416667056,0.800566015,0.778653874,0.098258329,0.927864424,0.92519637,0.926469163,0.09254237,0.578308479,0.135037787,0.331139591,0.790177402,0.227615762,0.060398522,0.128700046,0.639457903,0.396148933,0.726572498
"212",212,"XFQUM","KVPGR","P","P","U",0.099448142,40913.92404,1,0.822619,0.4550466,0.62592863,0.258633231,0.932867911,0.228402184,0.134846044,0.861840574,0.276958644,0.248982924,0.134205324,0.338637109,0.673172595,0.058283924,0.794822543,0.78873856,0.409993968,0.089176826,0.806375399,0.314495373,0.561068921
"213",213,"MALNN","OTISG","P","S","P",0.284455178,13726.24853,0,0.621595145,0.168453417,0.595722814,0.217637061,0.09448813,0.228296763,0.876452636,0.855946929,0.395300654,0.097363418,0.570372974,0.733894309,0.535099713,0.91496947,0.296475703,0.800285128,0.788708997,0.573807743,0.978208952,0.536648711,0.423736346
"214",214,"ARDIS","OHFCJ","U","S","S",0.919920684,46771.36835,1,0.018549716,0.392457833,0.189908241,0.835379623,0.412966281,0.022284643,0.623943755,0.107496818,0.353357817,0.492726574,0.006438654,0.259917753,0.559434431,0.196826237,0.461429829,0.146820568,0.407408687,0.187364062,0.378538447,0.591072238,0.706648149
"215",215,"TRBBX","ANJKM","U","U","P",0.430034701,16452.0263,0,0.564335107,0.21788589,0.34597382,0.030362417,0.115614284,0.278479659,0.112756237,0.355560119,0.135031198,0.960007331,0.109121284,0.113950731,0.530072732,0.896396569,0.18888596,0.584062819,0.601248446,0.738707435,0.726974727,0.185060943,0.703018167
"216",216,"HRWBN","DJLAT","P","S","S",0.719927093,33909.76899,0,0.002333895,0.089268309,0.417369317,0.013887427,0.83074765,0.207445057,0.453456426,0.59154009,0.347369783,0.133906792,0.530176338,0.223320222,0.318354003,0.179365922,0.906189853,0.343152168,0.9069309,0.608565754,0.914194699,0.308056587,0.685900015
"217",217,"YNQGT","AQJBY","P","U","P",0.597910707,39358.16212,0,0.300747409,0.682896896,0.813119616,0.027272031,0.323911875,0.944895546,0.879107627,0.971944373,0.193380114,0.639277588,0.509113374,0.786693238,0.572930855,0.287837199,0.779192113,0.694645827,0.225502174,0.627470579,0.97939101,0.107668268,0.476523957
"218",218,"QBKPM","BGWUH","P","S","S",0.587125397,518.909296,1,0.879108833,0.176713217,0.687192964,0.767723863,0.732780648,0.721735787,0.693056473,0.452873401,0.361293305,0.162912391,0.006730429,0.769731355,0.794859054,0.661194187,0.509175162,0.525818869,0.033720355,0.541252229,0.303718966,0.236175021,0.672624773
"219",219,"DYWJK","TLLLH","S","U","U",0.933366381,9385.352423,3,0.945530459,0.911975002,0.331903726,0.428123913,0.187017114,0.918940719,0.361189899,0.471446543,0.658267988,0.692566999,0.401246657,0.207602668,0.515894134,0.001833978,0.153351187,0.603785379,0.082955016,0.771494241,0.448558938,0.444606164,0.960484742
"220",220,"RBEWG","WVSKI","S","S","P",0.608221991,8248.548485,3,0.569619317,0.613868923,0.942462913,0.964828028,0.728320401,0.774256108,0.10608754,0.687852938,0.14263558,0.662731403,0.394444303,0.624493018,0.383063176,0.093375647,0.986946418,0.351291922,0.148913983,0.547420798,0.178249125,0.968456848,0.633906911
"221",221,"UJBMG","PQMQV","S","P","S",0.002669625,22329.50892,2,0.544320418,0.099506261,0.183054115,0.039437541,0.501895774,0.975905214,0.511762926,0.722456015,0.257556254,0.063946329,0.446173222,0.058202825,0.836283843,0.80555568,0.669108136,0.861529059,0.049925309,0.324313035,0.745626346,0.629378251,0.7285781
"222",222,"YNTMF","SQBAK","S","P","U",0.094675167,24434.97258,0,0.397010473,0.457412086,0.178688407,0.423143217,0.487129056,0.006736972,0.063649049,0.966603912,0.972334396,0.219028061,0.987595636,0.206063754,0.8667667,0.726931958,0.779198609,0.992364313,0.461739333,0.399797036,0.9839893,0.413494388,0.572732256
"223",223,"FCSWB","NNMIC","P","P","S",0.402587848,16709.4291,0,0.108283544,0.026394688,0.100753605,0.714130686,0.002454434,0.263544504,0.872791118,0.511031504,0.75851605,0.152374028,0.329661457,0.907576942,0.45251499,0.616335172,0.342474415,0.635769774,0.748866822,0.767311027,0.013902467,0.93928293,0.570369358
"224",224,"GRYPW","DXWST","S","S","U",0.152466433,25617.32207,0,0.892118951,0.432228721,0.795921043,0.770527105,0.051486559,0.622402599,0.173470462,0.982290403,0.281696314,0.459809983,0.052366637,0.090954243,0.62861595,0.68506574,0.026031079,0.009925791,0.581319379,0.210748739,0.721073529,0.442751775,0.657900243
"225",225,"YOAGS","PTULH","S","S","P",0.880972431,6280.969142,0,0.584680084,0.209841946,0.169793223,0.736459965,0.008362322,0.48217107,0.65538882,0.610508599,0.52018712,0.540110392,0.755728413,0.086124509,0.236450722,0.08811637,0.17203594,0.765988275,0.832259378,0.883798347,0.022125793,0.719051311,0.629404217
"226",226,"CXMCS","VAOXG","S","P","P",0.711891302,6699.766561,0,0.602822054,0.179432605,0.713722211,0.008798699,0.109955259,0.144249173,0.103815119,0.297040973,0.800287614,0.849105318,0.613536858,0.851184741,0.446326248,0.772218495,0.49708825,0.366889533,0.441195945,0.094465256,0.367708511,0.747811999,0.710225285
"227",227,"RNMRI","KXXCL","S","S","P",0.841688094,29606.59965,0,0.924311227,0.314921964,0.451654713,0.535609236,0.577828263,0.051695194,0.89277952,0.636279048,0.839471085,0.099850218,0.535668236,0.532372607,0.49708208,0.965050782,0.114600547,0.826257142,0.043511148,0.096457122,0.470456645,0.794717459,0.716740693
"228",228,"BSXKU","PQHOB","P","P","U",0.942936767,16742.98478,0,0.324991082,0.470464126,0.16593555,0.894230562,0.573473701,0.983111441,0.376950834,0.53690645,0.745027848,0.015625039,0.548222828,0.210289309,0.56954714,0.85853393,0.22186835,0.272948757,0.459413486,0.345985455,0.209770123,0.143224374,0.362248588
"229",229,"CYBGD","WEQHV","P","S","S",0.031642899,14490.97195,0,0.808125214,0.537159644,0.921365262,0.824558546,0.88663122,0.784250978,0.69005086,0.149044204,0.234765732,0.49031201,0.171576123,0.604841918,0.782720994,0.678221245,0.374361356,0.291811338,0.634686097,0.622722726,0.099668389,0.514225282,0.421872319
"230",230,"XVIIM","MJPTO","P","S","P",0.362476579,36064.65716,0,0.797526232,0.614066473,0.990949344,0.114057423,0.045304692,0.411311103,0.478323661,0.715854337,0.831757241,0.347417773,0.923797875,0.042151165,0.849243587,0.911878818,0.971146151,0.521095521,0.772472626,0.763527317,0.468255368,0.609168028,0.437895692
"231",231,"TSWXS","FWRJS","S","P","U",0.176378161,40166.58885,0,0.85408884,0.138763327,0.611697268,0.350338536,0.92409897,0.332806196,0.623682401,0.08652065,0.274310471,0.238419269,0.642324792,0.711486492,0.664498658,0.895534305,0.345344487,0.501588866,0.798052816,0.55352882,0.540483854,0.541344298,0.55306868
"232",232,"HSLRB","CPTVB","S","P","S",0.308680821,28119.22874,0,0.849615656,0.265932502,0.98444661,0.262187746,0.440492879,0.052507237,0.119642795,0.894626757,0.484057954,0.06864269,0.489761738,0.253779802,0.55952382,0.378936872,0.837337829,0.816073631,0.337977887,0.751910023,0.502047953,0.406492767,0.481243414
"233",233,"LWUAU","UMRPB","P","U","P",0.824283744,24936.57419,0,0.714686651,0.882840313,0.253505074,0.796815461,0.975635319,0.908508809,0.517551897,0.194716144,0.40325425,0.029363046,0.058179793,0.112768322,0.312542804,0.920494936,0.529049607,0.047432034,0.420694821,0.852053919,0.250884421,0.226555104,0.873204559
"234",234,"ELWJU","YWCII","S","P","P",0.258408962,2650.545808,0,0.185959049,0.71781696,0.256407217,0.907642268,0.668017286,0.934883774,0.460834933,0.2914512,0.958642501,0.289400224,0.405747082,0.927654934,0.91542809,0.692157802,0.523020342,0.540327659,0.868148114,0.011367025,0.560600994,0.187604539,0.38227142
"235",235,"DUYYA","KKYIK","P","P","P",0.839279169,29056.88461,2,0.900903901,0.249183811,0.50378737,0.760958696,0.719220856,0.843713666,0.142549944,0.638649784,0.745737237,0.912453639,0.780610485,0.441611197,0.362502564,0.940381477,0.549822204,0.034961717,0.270991587,0.790058836,0.072832632,0.60290412,0.775757305
"236",236,"IHIVA","EMTOH","S","P","P",0.293180222,24725.96814,0,0.195956856,0.656674005,0.912439079,0.69270669,0.980373226,0.965851953,0.920103503,0.248480496,0.649136125,0.757697188,0.991125461,0.739434569,0.433199759,0.522465732,0.548909554,0.876013175,0.468276227,0.221536228,0.966951246,0.722927261,0.224914338
"237",237,"QJHJU","HGQDU","P","P","S",0.296653182,48134.55708,2,0.103437178,0.906481163,0.732202146,0.881241764,0.938392953,0.655917477,0.011954843,0.285484533,0.290188708,0.770998054,0.477940114,0.448461536,0.507916093,0.666993933,0.435087205,0.970506415,0.676871496,0.372799714,0.958821443,0.464812717,0.293601618
"238",238,"KURJB","JBCCX","S","S","S",0.658306782,19926.29277,0,0.467158315,0.591494904,0.860386504,0.084766478,0.905399438,0.349131241,0.686476442,0.928221039,0.319969369,0.554108605,0.698402139,0.257654318,0.425540484,0.238413147,0.47486791,0.760341338,0.146493368,0.424901236,0.482049529,0.45989107,0.552427418
"239",239,"VFVAA","THUIU","S","S","S",0.159805688,48916.77532,2,0.631948454,0.280297224,0.03131959,0.900338049,0.243587271,0.008051588,0.728628135,0.108874257,0.247636105,0.284057195,0.290884552,0.652242588,0.166401695,0.702500303,0.732953387,0.658874731,0.230943156,0.93457653,0.20336024,0.580831951,0.906051343
"240",240,"BYSES","TKXLC","S","P","U",0.827622279,42752.3258,0,0.734478182,0.23924694,0.046876564,0.94849977,0.64024809,0.001009281,0.93229375,0.731975452,0.978700192,0.105299572,0.704833295,0.970561936,0.47050999,0.367952371,0.121874358,0.912458409,0.293209666,0.072427365,0.454099271,0.642338108,0.457724266
"241",241,"PGIBE","CSLBW","P","S","S",0.5785142,6004.561005,0,0.708393862,0.420370873,0.101783725,0.426596455,0.481598455,0.890229719,0.954750093,0.356272124,0.665761416,0.403725777,0.35261664,0.47590085,0.752569238,0.066497156,0.898586785,0.009422527,0.711938679,0.906099703,0.537234123,0.360298959,0.696774969
"242",242,"STWSG","XQJUE","P","S","P",0.394718422,21782.19734,0,0.969084423,0.275450543,0.708609018,0.875409072,0.510189089,0.687533283,0.944199269,0.548813816,0.904876909,0.157671936,0.260216701,0.76335559,0.705400333,0.068109357,0.07472683,0.197082504,0.259906155,0.884650044,0.41359087,0.893245577,0.350838682
"243",243,"WNPKP","NRLUN","U","S","P",0.632798658,7466.979123,0,0.118261325,0.903241359,0.196679442,0.59174941,0.077288893,0.829471273,0.673895287,0.741086355,0.80325754,0.907115964,0.442154958,0.138557014,0.339546545,0.778820015,0.012554904,0.763131099,0.995829751,0.752295646,0.065979223,0.653597969,0.653504915
"244",244,"VIDEW","TVBQF","S","U","P",0.935188666,10804.40015,1,0.691371574,0.549638507,0.640147597,0.827532854,0.528121298,0.567763968,6.86108e-05,0.727101519,0.454641913,0.47459467,0.562726864,0.348514744,0.944388134,0.187779232,0.857044606,0.388285457,0.639615048,0.133314406,0.603921147,0.241065134,0.64578326
"245",245,"LKDUF","HVKAI","S","P","U",0.7511381,34145.17997,0,0.892970134,0.943571748,0.135015457,0.982925917,0.994980164,0.206063449,0.766437751,0.923736981,0.003329292,0.279640298,0.971509265,0.749366115,0.955851082,0.961333795,0.999700659,0.950115906,0.441170909,0.565953462,0.825353871,0.543153159,0.483166951
"246",246,"CKNPD","HWXWE","S","P","S",0.636811938,31142.22944,0,0.27501838,0.422486491,0.221609475,0.837614592,0.526645872,0.671550674,0.568555491,0.366757101,0.758611803,0.260407463,0.076288262,0.845338888,0.237169739,0.506289794,0.502130384,0.927560103,0.503735231,0.92676776,0.879518572,0.829750808,0.631257749
"247",247,"JDOJY","LKIWF","P","S","P",0.692820948,41426.24635,0,0.264171072,0.729760027,0.498857031,0.936353668,0.224513477,0.371184063,0.545721915,0.372429799,0.468556908,0.776266368,0.414342385,0.378329736,0.831933566,0.675438607,0.04786711,0.470050567,0.834751785,0.380777277,0.827880956,0.363567926,0.375092698
"248",248,"OLLIU","NUFOE","P","S","S",0.125854679,30430.09995,2,0.876015049,0.205983654,0.693445504,0.059768992,0.411405243,0.912720044,0.417514826,0.203892043,0.408610882,0.974706251,0.28347664,0.545338557,0.356719618,0.534229286,0.722638116,0.955672531,0.442627205,0.902809422,0.878764644,0.759002919,0.73105208
"249",249,"JPXDI","IFSTK","S","P","P",0.176580926,38503.31614,0,0.762637588,0.580454151,0.64505897,0.585445679,0.926990331,0.73224855,0.848670569,0.127176221,0.528412474,0.087328826,0.376001342,0.210772375,0.10586702,0.709031529,0.379908286,0.976725068,0.985234842,0.387877651,0.238345817,0.55580126,0.67626303
"250",250,"PCEXV","ATMGB","P","S","P",0.555579745,37688.62832,1,0.996397578,0.975737502,0.789106988,0.705637073,0.046313723,0.764126219,0.588443315,0.540186643,0.220690242,0.774500114,0.979141283,0.134883901,0.86841867,0.895474567,0.834514125,0.068063018,0.753781063,0.879875451,0.413704459,0.427233238,0.575273438
"251",251,"GCXPT","CRFGF","P","P","U",0.999721868,16979.97282,0,0.374397777,0.552520674,0.743229759,0.756331273,0.350146098,0.530630001,0.465587625,0.194226948,0.149535782,0.716732268,0.00545836,0.513842644,0.885903239,0.357168081,0.246788753,0.169306483,0.10491245,0.616221052,0.131071756,0.808341217,0.333492812
"252",252,"AGGSB","YJBSB","P","S","P",0.45334539,44894.7049,0,0.230481086,0.332779855,0.053495039,0.091940284,0.615235752,0.54535821,0.207916028,0.55634879,0.902576425,0.523084989,0.854039946,0.76926625,0.497934918,0.819179228,0.39340989,0.720976417,0.860952316,0.267971003,0.322244047,0.874989979,0.421124015
"253",253,"XDCMS","XPOAS","U","P","P",0.228028964,48461.78644,0,0.255243516,0.477801131,0.507898275,0.916463437,0.991921286,0.230815879,0.808278264,0.911395185,0.811207426,0.326224122,0.2076455,0.93037207,0.549450338,0.670607962,0.206364084,0.2408944,0.831327376,0.455844682,0.470987841,0.787051434,0.497096909
"254",254,"VCKSL","FFTFF","S","P","P",0.507367638,41445.61981,0,0.202742529,0.858038175,0.504797956,0.451272975,0.281005485,0.305819966,0.954068729,0.753049977,0.078213602,0.904991675,0.180915424,0.853749868,0.657363819,0.919052817,0.771495768,0.069748529,0.412820796,0.570384455,0.875620519,0.724517758,0.678021269
"255",255,"HRLUQ","NOUVV","P","P","S",0.847192001,23986.32017,0,0.178692597,0.523991368,0.105916831,0.615341276,0.668212276,0.803603468,0.806455249,0.443159504,0.348259973,0.775462651,0.434379426,0.310939243,0.176419298,0.369722878,0.972754845,0.615289304,0.225939312,0.31893556,0.764356297,0.936455896,0.590118523
"256",256,"XCENT","TTWUF","P","P","P",0.874394751,44097.46974,0,0.472169381,0.645328799,0.0531614,0.743617446,0.55795355,0.440229277,0.398680275,0.996324325,0.916602809,0.293386859,0.051644006,0.575386226,0.304355733,0.116397472,0.274509903,0.014862857,0.993299605,0.161941518,0.699891006,0.726417603,0.71988248
"257",257,"VGWII","TUFGH","P","U","S",0.263830268,25893.08773,0,0.947071764,0.107581745,0.532114853,0.162463448,0.590817845,0.959027404,0.289442215,0.75289807,0.707940102,0.358991411,0.359639097,0.506602985,0.575210277,0.974418895,0.608344684,0.279820649,0.812063261,0.450825508,0.692427143,0.291411153,0.682920793
"258",258,"GBTEV","FVFSK","S","S","P",0.735655048,24207.81348,0,0.723649901,0.39908519,0.407229796,0.543928433,0.63207835,0.206279638,0.772777083,0.729804973,0.58061958,0.872859352,0.393562654,0.360245143,0.26997229,0.477345047,0.84727798,0.514643488,0.256957661,0.091898072,0.721768304,0.210403965,0.784852259
"259",259,"XUJRC","UDWSU","P","U","P",0.36087429,20974.72629,0,0.231346191,0.72113822,0.262244156,0.124326354,0.382098521,0.246136095,0.067720726,0.24162532,0.068383874,0.115925212,0.242883977,0.981530232,0.448237251,0.310261401,0.903193456,0.589061953,0.19473749,0.148289068,0.589365228,0.799965172,0.548059044
"260",260,"NQEEY","PEPEL","P","P","P",0.18435613,46648.7434,3,0.782573988,0.747762066,0.500528305,0.267392896,0.423378834,0.776408248,0.694176759,0.176298407,0.791771274,0.783971893,0.959098154,0.105340451,0.516177323,0.870196921,0.361848817,0.117782045,0.335084802,0.076172896,0.914403008,0.305954806,0.781284326
"261",261,"ENXSR","NWHAT","U","P","P",0.754286599,46306.36415,1,0.785154525,0.057845264,0.712980576,0.221005888,0.749633655,0.287952064,0.637207506,0.415721271,0.393167631,0.191923224,0.711848108,0.094758747,0.861889702,0.895398188,0.12264474,0.235884446,0.852828747,0.93245982,0.619161091,0.84761959,0.43902255
"262",262,"HYDSH","PWUTR","S","P","S",0.129056811,20201.70498,4,0.432073874,0.917423064,0.551750396,0.875076816,0.970138902,0.06293092,0.764439218,0.794816741,0.002143055,0.627754217,0.402751984,0.216704794,0.012909547,0.494896495,0.373647647,0.897400918,0.621518243,0.175583222,0.02659316,0.736799188,0.757161803
"263",263,"HKVWU","HBQHC","S","S","P",0.025321566,11566.83912,0,0.590864283,0.951039713,0.734143293,0.065815798,0.968828558,0.987900521,0.012297766,0.117375903,0.632740964,0.847345195,0.257048539,0.617921796,0.877545724,0.33765727,0.845078483,0.661130942,0.336771856,0.204131777,0.13891293,0.646932203,0.634576944
"264",264,"YJMYN","MLODJ","S","S","S",0.227887958,20911.56204,0,0.424757066,0.47905175,0.099813931,0.468994082,0.274684005,0.232039093,0.798211346,0.134893887,0.444842306,0.455003123,0.109435265,0.782820047,0.801101167,0.787471758,0.559466348,0.102781542,0.61912693,0.924471066,0.723265606,0.188007245,0.776451182
"265",265,"AFFNX","TDAEU","P","S","P",0.765258089,38898.45471,2,0.188447534,0.467114711,0.432201034,0.724045592,0.457064196,0.490469398,0.899536767,0.503342901,0.418261083,0.159922649,0.433553405,0.278784984,0.406337387,0.462729587,0.285515137,0.448672792,0.36652491,0.826936422,0.28072755,0.38645953,0.721294321
"266",266,"ITOYN","YMJQA","S","P","S",0.306261235,15155.444,0,0.616934248,0.442651515,0.894723203,0.250877802,0.646111497,0.459363577,0.214654087,0.144055645,0.748289517,0.403046017,0.919139404,0.988593382,0.06646431,0.106789311,0.968864791,0.233601412,0.309381859,0.006705157,0.346443798,0.36991677,0.532270375
"267",267,"DVUWF","FUHSU","S","S","P",0.582021478,9820.235036,4,0.362498488,0.978188244,0.448073026,0.59099221,0.805906647,0.790344058,0.440402981,0.060663286,0.684214309,0.484115815,0.005873131,0.649785144,0.966742457,0.120260381,0.712364119,0.758145564,0.527591885,0.459127478,0.635486485,0.855054571,0.730228004
"268",268,"FFJAO","WHPHE","S","P","P",0.636483747,7348.089965,4,0.688785463,0.775952811,0.819200792,0.347099444,0.887335506,0.66146858,0.162359903,0.082704937,0.085529622,0.937764585,0.970747644,0.512624716,0.458617833,0.107019623,0.4380111,0.492177946,0.794644613,0.804821973,0.366831622,0.347381124,0.600709824
"269",269,"GGERG","IDHPI","P","U","S",0.32946902,46176.94871,0,0.782527326,0.436249483,0.365210189,0.579662919,0.356103571,0.524720878,0.679137009,0.909648732,0.498462469,0.014281601,0.511747599,0.682952678,0.905948948,0.828342302,0.201389482,0.353401654,0.18654529,0.874911308,0.980273222,0.879013468,0.747536027
"270",270,"TGYAX","OCKDW","P","S","S",0.272476433,3238.507412,0,0.294163381,0.612382849,0.034736226,0.390580274,0.491780292,0.670066381,0.168272778,0.11387183,0.980170132,0.807892463,0.482660722,0.058250744,0.029420488,0.846726438,0.50255343,0.678475256,0.696114859,0.553984882,0.065541055,0.707686406,0.794660426
"271",271,"GAKCW","SNFUK","P","U","P",0.580180066,40192.21678,1,0.281065122,0.611449066,0.925501971,0.363890738,0.942680687,0.433918473,0.309449742,0.74693962,0.071284305,0.971718487,0.509902755,0.234856626,0.36456178,0.99650958,0.215099496,0.06358286,0.985326576,0.394242663,0.403057777,0.028323412,0.718096776
"272",272,"DKAHG","KEUSH","U","S","S",0.058830116,4637.026577,1,0.420955044,0.123444894,0.694560766,0.865543284,0.208000093,0.361532744,0.489979906,0.613671262,0.990284527,0.777535828,0.323077356,0.844433677,0.609349317,0.83112528,0.759183091,0.423866561,0.204064089,0.113237662,0.813025839,0.252790365,0.525839229
"273",273,"GYRDF","BXPFG","S","S","S",0.138447356,49451.98602,0,0.480624135,0.486056433,0.138116078,0.197771846,0.461882892,0.560293427,0.388438664,0.800085937,0.723967553,0.722928425,0.521385946,0.668628468,0.350779782,0.292628597,0.177366365,0.651580382,0.862573103,0.08700894,0.55505176,0.828999251,0.501738946
"274",274,"WFOYC","XMCIV","U","P","U",0.912969803,7575.265658,3,0.119791526,0.018933722,0.71533188,0.000714959,0.272901544,0.029612421,0.430196516,0.970423074,0.085496061,0.954857557,0.049038296,0.789553554,0.945436608,0.771311439,0.316376659,0.548897086,0.7423192,0.90940055,0.447131224,0.090747235,0.779555373
"275",275,"QIILC","LGPVQ","S","P","S",0.634118627,21423.37688,0,0.975796227,0.212415005,0.327189081,0.876796908,0.562461198,0.072732397,0.428233974,0.093854002,0.257308938,0.589201575,0.453554668,0.153568436,0.96401122,0.25586698,0.677427491,0.462064663,0.320995463,0.820501563,0.698052329,0.229014405,0.444977731
"276",276,"IXTPO","MRPFG","S","S","P",0.908324875,42658.25228,0,0.844656039,0.596720192,0.244687029,0.543675452,0.040733544,0.683467583,0.209505,0.065126223,0.850149224,0.693425287,0.091731453,0.986847488,0.334434877,0.053621227,0.851242718,0.080846685,0.790653708,0.335609587,0.382100341,0.908440534,0.536531698
